"Notes","County","County Code","Year","Year Code","Underlying Cause of death","Underlying Cause of death Code","Multiple Cause of death","Multiple Cause of death Code",Deaths,Population,Crude Rate
,"Stanislaus County, CA","06099","2022","2022","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Other opioids","T40.2",10,551275,Unreliable
,"Stanislaus County, CA","06099","2022","2022","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Other synthetic narcotics","T40.4",61,551275,11.1
,"Stanislaus County, CA","06099","2022","2022","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Benzodiazepines","T42.4",12,551275,Unreliable
,"Stanislaus County, CA","06099","2022","2022","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Psychostimulants with abuse potential","T43.6",61,551275,11.1
,"Stanislaus County, CA","06099","2022","2022","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",93,551275,16.9
,"Stanislaus County, CA","06099","2023 ","2023","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41","Psychostimulants with abuse potential","T43.6",29,551430,5.3
,"Stanislaus County, CA","06099","2023 ","2023","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",29,551430,5.3
,"Stanislaus County, CA","06099","2023 ","2023","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Other synthetic narcotics","T40.4",66,551430,12.0
,"Stanislaus County, CA","06099","2023 ","2023","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Cocaine","T40.5",11,551430,Unreliable
,"Stanislaus County, CA","06099","2023 ","2023","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",74,551430,13.4
,"Stanislaus County, CA","06099","2023 ","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Other opioids","T40.2",14,551430,Unreliable
,"Stanislaus County, CA","06099","2023 ","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Other synthetic narcotics","T40.4",63,551430,11.4
,"Stanislaus County, CA","06099","2023 ","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Benzodiazepines","T42.4",14,551430,Unreliable
,"Stanislaus County, CA","06099","2023 ","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Psychostimulants with abuse potential","T43.6",60,551430,10.9
,"Stanislaus County, CA","06099","2023 ","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",79,551430,14.3
,"Sutter County, CA","06101","2021","2021","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Other synthetic narcotics","T40.4",10,99063,Unreliable
,"Sutter County, CA","06101","2021","2021","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",11,99063,Unreliable
,"Sutter County, CA","06101","2021","2021","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Other synthetic narcotics","T40.4",11,99063,Unreliable
,"Sutter County, CA","06101","2021","2021","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",14,99063,Unreliable
,"Sutter County, CA","06101","2022","2022","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41","Psychostimulants with abuse potential","T43.6",12,98503,Unreliable
,"Sutter County, CA","06101","2022","2022","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",12,98503,Unreliable
,"Sutter County, CA","06101","2022","2022","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",11,98503,Unreliable
,"Sutter County, CA","06101","2022","2022","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Other synthetic narcotics","T40.4",10,98503,Unreliable
,"Sutter County, CA","06101","2022","2022","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Psychostimulants with abuse potential","T43.6",13,98503,Unreliable
,"Sutter County, CA","06101","2022","2022","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",14,98503,Unreliable
,"Sutter County, CA","06101","2023 ","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Other synthetic narcotics","T40.4",11,97948,Unreliable
,"Sutter County, CA","06101","2023 ","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",12,97948,Unreliable
,"Tehama County, CA","06103","2022","2022","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Other synthetic narcotics","T40.4",12,65245,Unreliable
,"Tehama County, CA","06103","2022","2022","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Psychostimulants with abuse potential","T43.6",10,65245,Unreliable
,"Tehama County, CA","06103","2022","2022","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",14,65245,Unreliable
,"Tehama County, CA","06103","2023 ","2023","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41","Psychostimulants with abuse potential","T43.6",12,64896,Unreliable
,"Tehama County, CA","06103","2023 ","2023","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",12,64896,Unreliable
,"Tehama County, CA","06103","2023 ","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Other synthetic narcotics","T40.4",10,64896,Unreliable
,"Tehama County, CA","06103","2023 ","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Psychostimulants with abuse potential","T43.6",11,64896,Unreliable
,"Tehama County, CA","06103","2023 ","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",18,64896,Unreliable
,"Tulare County, CA","06107","2018","2018","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41","Psychostimulants with abuse potential","T43.6",21,465861,4.5
,"Tulare County, CA","06107","2018","2018","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",22,465861,4.7
,"Tulare County, CA","06107","2018","2018","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",23,465861,4.9
,"Tulare County, CA","06107","2019","2019","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41","Psychostimulants with abuse potential","T43.6",17,466195,Unreliable
,"Tulare County, CA","06107","2019","2019","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",18,466195,Unreliable
,"Tulare County, CA","06107","2019","2019","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",10,466195,Unreliable
,"Tulare County, CA","06107","2019","2019","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",10,466195,Unreliable
,"Tulare County, CA","06107","2020","2020","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41","Psychostimulants with abuse potential","T43.6",25,468680,5.3
,"Tulare County, CA","06107","2020","2020","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",26,468680,5.5
,"Tulare County, CA","06107","2020","2020","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Other synthetic narcotics","T40.4",19,468680,Unreliable
,"Tulare County, CA","06107","2020","2020","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",26,468680,5.5
,"Tulare County, CA","06107","2020","2020","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Other synthetic narcotics","T40.4",10,468680,Unreliable
,"Tulare County, CA","06107","2020","2020","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Psychostimulants with abuse potential","T43.6",10,468680,Unreliable
,"Tulare County, CA","06107","2020","2020","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",19,468680,Unreliable
,"Tulare County, CA","06107","2021","2021","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41","Psychostimulants with abuse potential","T43.6",27,477054,5.7
,"Tulare County, CA","06107","2021","2021","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",29,477054,6.1
,"Tulare County, CA","06107","2021","2021","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Other synthetic narcotics","T40.4",26,477054,5.5
,"Tulare County, CA","06107","2021","2021","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",33,477054,6.9
,"Tulare County, CA","06107","2021","2021","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Other synthetic narcotics","T40.4",24,477054,5.0
,"Tulare County, CA","06107","2021","2021","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Psychostimulants with abuse potential","T43.6",25,477054,5.2
,"Tulare County, CA","06107","2021","2021","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",30,477054,6.3
,"Tulare County, CA","06107","2022","2022","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41","Psychostimulants with abuse potential","T43.6",41,477544,8.6
,"Tulare County, CA","06107","2022","2022","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",42,477544,8.8
,"Tulare County, CA","06107","2022","2022","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Other synthetic narcotics","T40.4",20,477544,4.2
,"Tulare County, CA","06107","2022","2022","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",26,477544,5.4
,"Tulare County, CA","06107","2022","2022","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Other synthetic narcotics","T40.4",25,477544,5.2
,"Tulare County, CA","06107","2022","2022","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Psychostimulants with abuse potential","T43.6",27,477544,5.7
,"Tulare County, CA","06107","2022","2022","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",34,477544,7.1
,"Tulare County, CA","06107","2023 ","2023","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41","Psychostimulants with abuse potential","T43.6",37,479468,7.7
,"Tulare County, CA","06107","2023 ","2023","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",38,479468,7.9
,"Tulare County, CA","06107","2023 ","2023","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Other synthetic narcotics","T40.4",23,479468,4.8
,"Tulare County, CA","06107","2023 ","2023","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",28,479468,5.8
,"Tulare County, CA","06107","2023 ","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Other synthetic narcotics","T40.4",35,479468,7.3
,"Tulare County, CA","06107","2023 ","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Psychostimulants with abuse potential","T43.6",34,479468,7.1
,"Tulare County, CA","06107","2023 ","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",43,479468,9.0
,"Tuolumne County, CA","06109","2022","2022","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",14,54531,Unreliable
,"Tuolumne County, CA","06109","2023 ","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",11,54204,Unreliable
,"Ventura County, CA","06111","2018","2018","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41","Psychostimulants with abuse potential","T43.6",21,850967,2.5
,"Ventura County, CA","06111","2018","2018","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",28,850967,3.3
,"Ventura County, CA","06111","2018","2018","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Other synthetic narcotics","T40.4",13,850967,Unreliable
,"Ventura County, CA","06111","2018","2018","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",25,850967,2.9
,"Ventura County, CA","06111","2018","2018","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Heroin","T40.1",32,850967,3.8
,"Ventura County, CA","06111","2018","2018","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Other opioids","T40.2",32,850967,3.8
,"Ventura County, CA","06111","2018","2018","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Methadone","T40.3",10,850967,Unreliable
,"Ventura County, CA","06111","2018","2018","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Other synthetic narcotics","T40.4",20,850967,2.4
,"Ventura County, CA","06111","2018","2018","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Benzodiazepines","T42.4",35,850967,4.1
,"Ventura County, CA","06111","2018","2018","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Psychostimulants with abuse potential","T43.6",37,850967,4.3
,"Ventura County, CA","06111","2018","2018","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",75,850967,8.8
,"Ventura County, CA","06111","2019","2019","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41","Psychostimulants with abuse potential","T43.6",22,846006,2.6
,"Ventura County, CA","06111","2019","2019","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",23,846006,2.7
,"Ventura County, CA","06111","2019","2019","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Heroin","T40.1",15,846006,Unreliable
,"Ventura County, CA","06111","2019","2019","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Other synthetic narcotics","T40.4",15,846006,Unreliable
,"Ventura County, CA","06111","2019","2019","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",32,846006,3.8
,"Ventura County, CA","06111","2019","2019","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Heroin","T40.1",25,846006,3.0
,"Ventura County, CA","06111","2019","2019","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Other opioids","T40.2",24,846006,2.8
,"Ventura County, CA","06111","2019","2019","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Other synthetic narcotics","T40.4",24,846006,2.8
,"Ventura County, CA","06111","2019","2019","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Benzodiazepines","T42.4",18,846006,Unreliable
,"Ventura County, CA","06111","2019","2019","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Psychostimulants with abuse potential","T43.6",31,846006,3.7
,"Ventura County, CA","06111","2019","2019","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",57,846006,6.7
,"Ventura County, CA","06111","2019","2019","Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X64","Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X64",10,846006,Unreliable
,"Ventura County, CA","06111","2020","2020","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41","Psychostimulants with abuse potential","T43.6",22,841387,2.6
,"Ventura County, CA","06111","2020","2020","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",29,841387,3.4
,"Ventura County, CA","06111","2020","2020","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Other opioids","T40.2",11,841387,Unreliable
,"Ventura County, CA","06111","2020","2020","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Other synthetic narcotics","T40.4",38,841387,4.5
,"Ventura County, CA","06111","2020","2020","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",54,841387,6.4
,"Ventura County, CA","06111","2020","2020","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Heroin","T40.1",24,841387,2.9
,"Ventura County, CA","06111","2020","2020","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Other opioids","T40.2",20,841387,2.4
,"Ventura County, CA","06111","2020","2020","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Other synthetic narcotics","T40.4",49,841387,5.8
,"Ventura County, CA","06111","2020","2020","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Benzodiazepines","T42.4",38,841387,4.5
,"Ventura County, CA","06111","2020","2020","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Psychostimulants with abuse potential","T43.6",46,841387,5.5
,"Ventura County, CA","06111","2020","2020","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",94,841387,11.2
,"Ventura County, CA","06111","2021","2021","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41","Psychostimulants with abuse potential","T43.6",24,839784,2.9
,"Ventura County, CA","06111","2021","2021","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",27,839784,3.2
,"Ventura County, CA","06111","2021","2021","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Heroin","T40.1",10,839784,Unreliable
,"Ventura County, CA","06111","2021","2021","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Other opioids","T40.2",15,839784,Unreliable
,"Ventura County, CA","06111","2021","2021","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Other synthetic narcotics","T40.4",79,839784,9.4
,"Ventura County, CA","06111","2021","2021","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Cocaine","T40.5",12,839784,Unreliable
,"Ventura County, CA","06111","2021","2021","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",96,839784,11.4
,"Ventura County, CA","06111","2021","2021","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Heroin","T40.1",10,839784,Unreliable
,"Ventura County, CA","06111","2021","2021","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Other opioids","T40.2",23,839784,2.7
,"Ventura County, CA","06111","2021","2021","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Other synthetic narcotics","T40.4",97,839784,11.6
,"Ventura County, CA","06111","2021","2021","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Cocaine","T40.5",12,839784,Unreliable
,"Ventura County, CA","06111","2021","2021","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Benzodiazepines","T42.4",41,839784,4.9
,"Ventura County, CA","06111","2021","2021","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Psychostimulants with abuse potential","T43.6",70,839784,8.3
,"Ventura County, CA","06111","2021","2021","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",123,839784,14.6
,"Ventura County, CA","06111","2022","2022","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41","Psychostimulants with abuse potential","T43.6",25,832605,3.0
,"Ventura County, CA","06111","2022","2022","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",27,832605,3.2
,"Ventura County, CA","06111","2022","2022","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Other synthetic narcotics","T40.4",67,832605,8.0
,"Ventura County, CA","06111","2022","2022","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",75,832605,9.0
,"Ventura County, CA","06111","2022","2022","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Other opioids","T40.2",15,832605,Unreliable
,"Ventura County, CA","06111","2022","2022","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Other synthetic narcotics","T40.4",101,832605,12.1
,"Ventura County, CA","06111","2022","2022","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Benzodiazepines","T42.4",33,832605,4.0
,"Ventura County, CA","06111","2022","2022","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Psychostimulants with abuse potential","T43.6",78,832605,9.4
,"Ventura County, CA","06111","2022","2022","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",119,832605,14.3
,"Ventura County, CA","06111","2022","2022","Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X64","Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X64",11,832605,Unreliable
,"Ventura County, CA","06111","2023 ","2023","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41","Psychostimulants with abuse potential","T43.6",21,829590,2.5
,"Ventura County, CA","06111","2023 ","2023","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",22,829590,2.7
,"Ventura County, CA","06111","2023 ","2023","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Other synthetic narcotics","T40.4",80,829590,9.6
,"Ventura County, CA","06111","2023 ","2023","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Cocaine","T40.5",13,829590,Unreliable
,"Ventura County, CA","06111","2023 ","2023","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",86,829590,10.4
,"Ventura County, CA","06111","2023 ","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Other opioids","T40.2",26,829590,3.1
