"Notes","County","County Code","Year","Year Code","Multiple Cause of death","Multiple Cause of death Code","Underlying Cause of death","Underlying Cause of death Code",Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,Crude Rate Standard Error,% of Total Deaths
,"Multnomah County, OR","41051","2021","2021","Other opioids","T40.2","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",17,803377,Unreliable,1.2,3.4,0.5,0.0%
,"Multnomah County, OR","41051","2021","2021","Other opioids","T40.2","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",41,803377,5.1,3.7,6.9,0.8,0.0%
,"Multnomah County, OR","41051","2021","2021","Methadone","T40.3","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",13,803377,Unreliable,0.9,2.8,0.4,0.0%
,"Multnomah County, OR","41051","2021","2021","Other synthetic narcotics","T40.4","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",75,803377,9.3,7.3,11.7,1.1,0.1%
,"Multnomah County, OR","41051","2021","2021","Other synthetic narcotics","T40.4","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",82,803377,10.2,8.1,12.7,1.1,0.1%
,"Multnomah County, OR","41051","2021","2021","Cocaine","T40.5","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",16,803377,Unreliable,1.1,3.2,0.5,0.0%
,"Multnomah County, OR","41051","2021","2021","Cocaine","T40.5","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",22,803377,2.7,1.7,4.1,0.6,0.0%
,"Multnomah County, OR","41051","2021","2021","Other and unspecified narcotics","T40.6","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",20,803377,2.5,1.5,3.8,0.6,0.0%
,"Multnomah County, OR","41051","2021","2021","Benzodiazepines","T42.4","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",30,803377,3.7,2.5,5.3,0.7,0.0%
,"Multnomah County, OR","41051","2021","2021","Psychostimulants with abuse potential","T43.6","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",87,803377,10.8,8.7,13.4,1.2,0.1%
,"Multnomah County, OR","41051","2021","2021","Psychostimulants with abuse potential","T43.6","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",109,803377,13.6,11.0,16.1,1.3,0.1%
,"Multnomah County, OR","41051","2022","2022","Heroin","T40.1","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",12,795083,Unreliable,0.8,2.6,0.4,0.0%
,"Multnomah County, OR","41051","2022","2022","Heroin","T40.1","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",29,795083,3.6,2.4,5.2,0.7,0.0%
,"Multnomah County, OR","41051","2022","2022","Other opioids","T40.2","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",36,795083,4.5,3.2,6.3,0.8,0.0%
,"Multnomah County, OR","41051","2022","2022","Methadone","T40.3","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",11,795083,Unreliable,0.7,2.5,0.4,0.0%
,"Multnomah County, OR","41051","2022","2022","Other synthetic narcotics","T40.4","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",93,795083,11.7,9.4,14.3,1.2,0.1%
,"Multnomah County, OR","41051","2022","2022","Other synthetic narcotics","T40.4","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",179,795083,22.5,19.2,25.8,1.7,0.2%
,"Multnomah County, OR","41051","2022","2022","Cocaine","T40.5","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",36,795083,4.5,3.2,6.3,0.8,0.0%
,"Multnomah County, OR","41051","2022","2022","Cocaine","T40.5","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",29,795083,3.6,2.4,5.2,0.7,0.0%
,"Multnomah County, OR","41051","2022","2022","Other and unspecified narcotics","T40.6","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",11,795083,Unreliable,0.7,2.5,0.4,0.0%
,"Multnomah County, OR","41051","2022","2022","Benzodiazepines","T42.4","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",46,795083,5.8,4.2,7.7,0.9,0.0%
,"Multnomah County, OR","41051","2022","2022","Psychostimulants with abuse potential","T43.6","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",68,795083,8.6,6.6,10.8,1.0,0.1%
,"Multnomah County, OR","41051","2022","2022","Psychostimulants with abuse potential","T43.6","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",171,795083,21.5,18.3,24.7,1.6,0.2%
,"Multnomah County, OR","41051","2023 ","2023","Heroin","T40.1","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",16,789698,Unreliable,1.2,3.3,0.5,0.0%
,"Multnomah County, OR","41051","2023 ","2023","Other opioids","T40.2","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",18,789698,Unreliable,1.4,3.6,0.5,0.0%
,"Multnomah County, OR","41051","2023 ","2023","Methadone","T40.3","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",10,789698,Unreliable,0.6,2.3,0.4,0.0%
,"Multnomah County, OR","41051","2023 ","2023","Other synthetic narcotics","T40.4","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",142,789698,18.0,15.0,20.9,1.5,0.1%
,"Multnomah County, OR","41051","2023 ","2023","Other synthetic narcotics","T40.4","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",338,789698,42.8,38.2,47.4,2.3,0.3%
,"Multnomah County, OR","41051","2023 ","2023","Cocaine","T40.5","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",37,789698,4.7,3.3,6.5,0.8,0.0%
,"Multnomah County, OR","41051","2023 ","2023","Cocaine","T40.5","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",49,789698,6.2,4.6,8.2,0.9,0.0%
,"Multnomah County, OR","41051","2023 ","2023","Benzodiazepines","T42.4","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",35,789698,4.4,3.1,6.2,0.7,0.0%
,"Multnomah County, OR","41051","2023 ","2023","Psychostimulants with abuse potential","T43.6","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",67,789698,8.5,6.6,10.8,1.0,0.1%
,"Multnomah County, OR","41051","2023 ","2023","Psychostimulants with abuse potential","T43.6","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",314,789698,39.8,35.4,44.2,2.2,0.3%
,"Washington County, OR","41067","2019","2019","Psychostimulants with abuse potential","T43.6","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",10,601592,Unreliable,0.8,3.1,0.5,0.0%
,"Washington County, OR","41067","2020","2020","Other synthetic narcotics","T40.4","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",17,603514,Unreliable,1.6,4.5,0.7,0.0%
,"Washington County, OR","41067","2020","2020","Psychostimulants with abuse potential","T43.6","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",11,603514,Unreliable,0.9,3.3,0.5,0.0%
,"Washington County, OR","41067","2021","2021","Other synthetic narcotics","T40.4","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",17,600811,Unreliable,1.6,4.5,0.7,0.0%
,"Washington County, OR","41067","2021","2021","Other synthetic narcotics","T40.4","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",17,600811,Unreliable,1.6,4.5,0.7,0.0%
,"Washington County, OR","41067","2021","2021","Psychostimulants with abuse potential","T43.6","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",13,600811,Unreliable,1.2,3.7,0.6,0.0%
,"Washington County, OR","41067","2021","2021","Psychostimulants with abuse potential","T43.6","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",22,600811,3.7,2.3,5.5,0.8,0.0%
,"Washington County, OR","41067","2022","2022","Other synthetic narcotics","T40.4","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",23,600176,3.8,2.4,5.8,0.8,0.0%
,"Washington County, OR","41067","2022","2022","Other synthetic narcotics","T40.4","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",31,600176,5.2,3.5,7.3,0.9,0.0%
,"Washington County, OR","41067","2022","2022","Benzodiazepines","T42.4","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",10,600176,Unreliable,0.8,3.1,0.5,0.0%
,"Washington County, OR","41067","2022","2022","Psychostimulants with abuse potential","T43.6","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",34,600176,5.7,3.9,7.9,1.0,0.0%
,"Washington County, OR","41067","2023 ","2023","Other synthetic narcotics","T40.4","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",29,598865,4.8,3.2,7.0,0.9,0.0%
,"Washington County, OR","41067","2023 ","2023","Other synthetic narcotics","T40.4","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",48,598865,8.0,5.9,10.6,1.2,0.0%
,"Washington County, OR","41067","2023 ","2023","Benzodiazepines","T42.4","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",13,598865,Unreliable,1.2,3.7,0.6,0.0%
,"Washington County, OR","41067","2023 ","2023","Psychostimulants with abuse potential","T43.6","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",46,598865,7.7,5.6,10.2,1.1,0.0%
,"Benton County, WA","53005","2020","2020","Other synthetic narcotics","T40.4","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",17,206426,Unreliable,4.8,13.2,2.0,0.0%
,"Benton County, WA","53005","2021","2021","Other synthetic narcotics","T40.4","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",18,210025,Unreliable,5.1,13.5,2.0,0.0%
,"Benton County, WA","53005","2022","2022","Other synthetic narcotics","T40.4","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",13,212791,Unreliable,3.3,10.4,1.7,0.0%
,"Benton County, WA","53005","2022","2022","Other synthetic narcotics","T40.4","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",15,212791,Unreliable,3.9,11.6,1.8,0.0%
,"Benton County, WA","53005","2022","2022","Psychostimulants with abuse potential","T43.6","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",14,212791,Unreliable,3.6,11.0,1.8,0.0%
,"Benton County, WA","53005","2023 ","2023","Other synthetic narcotics","T40.4","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",26,215219,12.1,7.9,17.7,2.4,0.0%
,"Benton County, WA","53005","2023 ","2023","Other synthetic narcotics","T40.4","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",19,215219,Unreliable,5.3,13.8,2.0,0.0%
,"Benton County, WA","53005","2023 ","2023","Psychostimulants with abuse potential","T43.6","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",21,215219,9.8,6.0,14.9,2.1,0.0%
,"Chelan County, WA","53007","2022","2022","Other synthetic narcotics","T40.4","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",10,79926,Unreliable,6.0,23.0,4.0,0.0%
,"Clallam County, WA","53009","2021","2021","Other synthetic narcotics","T40.4","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",11,78209,Unreliable,7.0,25.2,4.2,0.0%
,"Clallam County, WA","53009","2021","2021","Psychostimulants with abuse potential","T43.6","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",10,78209,Unreliable,6.1,23.5,4.0,0.0%
,"Clallam County, WA","53009","2021","2021","Psychostimulants with abuse potential","T43.6","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",15,78209,Unreliable,10.7,31.6,5.0,0.0%
,"Clallam County, WA","53009","2022","2022","Other synthetic narcotics","T40.4","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",16,77805,Unreliable,11.8,33.4,5.1,0.0%
,"Clallam County, WA","53009","2022","2022","Psychostimulants with abuse potential","T43.6","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",16,77805,Unreliable,11.8,33.4,5.1,0.0%
,"Clallam County, WA","53009","2023 ","2023","Other synthetic narcotics","T40.4","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",14,77616,Unreliable,9.9,30.3,4.8,0.0%
,"Clallam County, WA","53009","2023 ","2023","Other synthetic narcotics","T40.4","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",19,77616,Unreliable,14.7,38.2,5.6,0.0%
,"Clallam County, WA","53009","2023 ","2023","Psychostimulants with abuse potential","T43.6","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",12,77616,Unreliable,8.0,27.0,4.5,0.0%
,"Clallam County, WA","53009","2023 ","2023","Psychostimulants with abuse potential","T43.6","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",19,77616,Unreliable,14.7,38.2,5.6,0.0%
,"Clark County, WA","53011","2018","2018","Psychostimulants with abuse potential","T43.6","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",13,481857,Unreliable,1.4,4.6,0.7,0.0%
,"Clark County, WA","53011","2019","2019","Psychostimulants with abuse potential","T43.6","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",20,488241,4.1,2.5,6.3,0.9,0.0%
,"Clark County, WA","53011","2019","2019","Psychostimulants with abuse potential","T43.6","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",18,488241,Unreliable,2.2,5.8,0.9,0.0%
,"Clark County, WA","53011","2020","2020","Heroin","T40.1","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",13,496865,Unreliable,1.4,4.5,0.7,0.0%
,"Clark County, WA","53011","2020","2020","Heroin","T40.1","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",10,496865,Unreliable,1.0,3.7,0.6,0.0%
,"Clark County, WA","53011","2020","2020","Other synthetic narcotics","T40.4","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",27,496865,5.4,3.6,7.9,1.0,0.0%
,"Clark County, WA","53011","2020","2020","Other synthetic narcotics","T40.4","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",14,496865,Unreliable,1.5,4.7,0.8,0.0%
,"Clark County, WA","53011","2020","2020","Psychostimulants with abuse potential","T43.6","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",27,496865,5.4,3.6,7.9,1.0,0.0%
,"Clark County, WA","53011","2020","2020","Psychostimulants with abuse potential","T43.6","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",19,496865,Unreliable,2.3,6.0,0.9,0.0%
,"Clark County, WA","53011","2021","2021","Heroin","T40.1","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",12,511404,Unreliable,1.2,4.1,0.7,0.0%
,"Clark County, WA","53011","2021","2021","Other opioids","T40.2","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",11,511404,Unreliable,1.1,3.8,0.6,0.0%
,"Clark County, WA","53011","2021","2021","Other synthetic narcotics","T40.4","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",22,511404,4.3,2.7,6.5,0.9,0.0%
,"Clark County, WA","53011","2021","2021","Other synthetic narcotics","T40.4","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",30,511404,5.9,4.0,8.4,1.1,0.0%
,"Clark County, WA","53011","2021","2021","Benzodiazepines","T42.4","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",13,511404,Unreliable,1.4,4.3,0.7,0.0%
,"Clark County, WA","53011","2021","2021","Psychostimulants with abuse potential","T43.6","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",22,511404,4.3,2.7,6.5,0.9,0.0%
,"Clark County, WA","53011","2021","2021","Psychostimulants with abuse potential","T43.6","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",32,511404,6.3,4.3,8.8,1.1,0.0%
,"Clark County, WA","53011","2022","2022","Other opioids","T40.2","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",11,516779,Unreliable,1.1,3.8,0.6,0.0%
,"Clark County, WA","53011","2022","2022","Other synthetic narcotics","T40.4","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",29,516779,5.6,3.8,8.1,1.0,0.0%
,"Clark County, WA","53011","2022","2022","Other synthetic narcotics","T40.4","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",36,516779,7.0,4.9,9.6,1.2,0.0%
,"Clark County, WA","53011","2022","2022","Benzodiazepines","T42.4","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",10,516779,Unreliable,0.9,3.6,0.6,0.0%
,"Clark County, WA","53011","2022","2022","Psychostimulants with abuse potential","T43.6","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",30,516779,5.8,3.9,8.3,1.1,0.0%
,"Clark County, WA","53011","2022","2022","Psychostimulants with abuse potential","T43.6","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",36,516779,7.0,4.9,9.6,1.2,0.0%
,"Clark County, WA","53011","2023 ","2023","Other synthetic narcotics","T40.4","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",36,521150,6.9,4.8,9.6,1.2,0.0%
,"Clark County, WA","53011","2023 ","2023","Other synthetic narcotics","T40.4","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",66,521150,12.7,9.8,16.1,1.6,0.1%
,"Clark County, WA","53011","2023 ","2023","Benzodiazepines","T42.4","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",10,521150,Unreliable,0.9,3.5,0.6,0.0%
,"Clark County, WA","53011","2023 ","2023","Psychostimulants with abuse potential","T43.6","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",29,521150,5.6,3.7,8.0,1.0,0.0%
,"Clark County, WA","53011","2023 ","2023","Psychostimulants with abuse potential","T43.6","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",66,521150,12.7,9.8,16.1,1.6,0.1%
,"Cowlitz County, WA","53015","2022","2022","Psychostimulants with abuse potential","T43.6","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",12,111956,Unreliable,5.5,18.7,3.1,0.0%
,"Cowlitz County, WA","53015","2022","2022","Psychostimulants with abuse potential","T43.6","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",13,111956,Unreliable,6.2,19.9,3.2,0.0%
,"Cowlitz County, WA","53015","2023 ","2023","Other synthetic narcotics","T40.4","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",11,112864,Unreliable,4.9,17.4,2.9,0.0%
,"Cowlitz County, WA","53015","2023 ","2023","Other synthetic narcotics","T40.4","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",22,112864,19.5,12.2,29.5,4.2,0.0%
,"Cowlitz County, WA","53015","2023 ","2023","Psychostimulants with abuse potential","T43.6","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",22,112864,19.5,12.2,29.5,4.2,0.0%
,"Franklin County, WA","53021","2020","2020","Other synthetic narcotics","T40.4","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",10,97075,Unreliable,4.9,18.9,3.3,0.0%
,"Franklin County, WA","53021","2022","2022","Other synthetic narcotics","T40.4","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",10,98678,Unreliable,4.9,18.6,3.2,0.0%
,"Grant County, WA","53025","2021","2021","Psychostimulants with abuse potential","T43.6","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",12,100297,Unreliable,6.2,20.9,3.5,0.0%
,"Grant County, WA","53025","2022","2022","Other synthetic narcotics","T40.4","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",16,101311,Unreliable,9.0,25.6,3.9,0.0%
,"Grant County, WA","53025","2023 ","2023","Other synthetic narcotics","T40.4","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",13,102678,Unreliable,6.7,21.7,3.5,0.0%
,"Grant County, WA","53025","2023 ","2023","Psychostimulants with abuse potential","T43.6","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",12,102678,Unreliable,6.0,20.4,3.4,0.0%
,"Grays Harbor County, WA","53027","2021","2021","Other synthetic narcotics","T40.4","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",14,76841,Unreliable,10.0,30.6,4.9,0.0%
,"Grays Harbor County, WA","53027","2021","2021","Psychostimulants with abuse potential","T43.6","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",11,76841,Unreliable,7.1,25.6,4.3,0.0%
,"Grays Harbor County, WA","53027","2021","2021","Psychostimulants with abuse potential","T43.6","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",15,76841,Unreliable,10.9,32.2,5.0,0.0%
,"Grays Harbor County, WA","53027","2022","2022","Other synthetic narcotics","T40.4","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",28,77038,36.3,24.2,52.5,6.9,0.0%
,"Grays Harbor County, WA","53027","2022","2022","Psychostimulants with abuse potential","T43.6","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",10,77038,Unreliable,6.2,23.9,4.1,0.0%
,"Grays Harbor County, WA","53027","2022","2022","Psychostimulants with abuse potential","T43.6","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",30,77038,38.9,26.3,55.6,7.1,0.0%
,"Grays Harbor County, WA","53027","2023 ","2023","Other synthetic narcotics","T40.4","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",15,77290,Unreliable,10.9,32.0,5.0,0.0%
,"Grays Harbor County, WA","53027","2023 ","2023","Other synthetic narcotics","T40.4","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",37,77290,47.9,33.7,66.0,7.9,0.0%
,"Grays Harbor County, WA","53027","2023 ","2023","Psychostimulants with abuse potential","T43.6","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",17,77290,Unreliable,12.8,35.2,5.3,0.0%
,"Grays Harbor County, WA","53027","2023 ","2023","Psychostimulants with abuse potential","T43.6","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",34,77290,44.0,30.5,61.5,7.5,0.0%
,"Island County, WA","53029","2023 ","2023","Other synthetic narcotics","T40.4","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",13,86267,Unreliable,8.0,25.8,4.2,0.0%
,"Island County, WA","53029","2023 ","2023","Psychostimulants with abuse potential","T43.6","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",12,86267,Unreliable,7.2,24.3,4.0,0.0%
,"King County, WA","53033","2018","2018","Heroin","T40.1","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",40,2233163,1.8,1.3,2.4,0.3,0.0%
,"King County, WA","53033","2018","2018","Heroin","T40.1","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",94,2233163,4.2,3.4,5.2,0.4,0.1%
,"King County, WA","53033","2018","2018","Other opioids","T40.2","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",16,2233163,Unreliable,0.4,1.2,0.2,0.0%
,"King County, WA","53033","2018","2018","Other opioids","T40.2","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",27,2233163,1.2,0.8,1.8,0.2,0.0%
,"King County, WA","53033","2018","2018","Methadone","T40.3","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",10,2233163,Unreliable,0.2,0.8,0.1,0.0%
,"King County, WA","53033","2018","2018","Methadone","T40.3","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",28,2233163,1.3,0.8,1.8,0.2,0.0%
,"King County, WA","53033","2018","2018","Other synthetic narcotics","T40.4","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",32,2233163,1.4,1.0,2.0,0.3,0.0%
,"King County, WA","53033","2018","2018","Other synthetic narcotics","T40.4","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",30,2233163,1.3,0.9,1.9,0.2,0.0%
,"King County, WA","53033","2018","2018","Cocaine","T40.5","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",40,2233163,1.8,1.3,2.4,0.3,0.0%
,"King County, WA","53033","2018","2018","Cocaine","T40.5","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",39,2233163,1.7,1.2,2.4,0.3,0.0%
,"King County, WA","53033","2018","2018","Other and unspecified narcotics","T40.6","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",32,2233163,1.4,1.0,2.0,0.3,0.0%
,"King County, WA","53033","2018","2018","Other and unspecified narcotics","T40.6","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",96,2233163,4.3,3.5,5.2,0.4,0.1%
,"King County, WA","53033","2018","2018","Benzodiazepines","T42.4","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",62,2233163,2.8,2.1,3.6,0.4,0.1%
,"King County, WA","53033","2018","2018","Benzodiazepines","T42.4","Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X64",10,2233163,Unreliable,0.2,0.8,0.1,0.0%
